State,State Code,Bank Name (FDIC),Routing Number,Matched Institution Name (Fed),Routing Office City/State,Match Type,Note
Utah,UT,MidFirst Bank,102007299,MIDFIRST BANK,"OKLAHOMA CITY, OK",Exact,No routing number registered in UT; showing bank's routing number registered in OK
Utah,UT,MidFirst Bank,102089929,MIDFIRST BANK,"OKLAHOMA, OK",Exact,No routing number registered in UT; showing bank's routing number registered in OK
Utah,UT,Milestone Bank,031919209,MILESTONE BANK,"WARMINSTER, PA",Exact,No routing number registered in UT; showing bank's routing number registered in PA
Utah,UT,"Morgan Stanley Bank, National Association",NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Utah,UT,NBH Bank,101000789,NBH BANK,"KANSAS CITY, MO",Exact,No routing number registered in UT; showing bank's routing number registered in MO
Utah,UT,NBH Bank,101002716,NBH BANK,"KANSAS CITY, MO",Exact,No routing number registered in UT; showing bank's routing number registered in MO
Utah,UT,NBH Bank,101002949,NBH BANK,"KANSAS CITY, MO",Exact,No routing number registered in UT; showing bank's routing number registered in MO
Utah,UT,Nelnet Bank,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Utah,UT,Northwest Bank,073902290,NORTHWEST BANK,"SPENCER, IA",Exact,No routing number registered in UT; showing bank's routing number registered in IA
Utah,UT,Northwest Bank,073915847,NORTHWEST BANK,"SPENCER, IA",Exact,No routing number registered in UT; showing bank's routing number registered in IA
Utah,UT,Northwest Bank,101207919,BANK NORTHWEST,"HAMILTON, MO",Exact,No routing number registered in UT; showing bank's routing number registered in MO
Utah,UT,"Optum Bank, Inc.",051500520,"OPTUM BANK, INC.","SALT LAKE CITY, UT",Exact,
Utah,UT,"Optum Bank, Inc.",124384877,"OPTUM BANK, INC.","SALT LAKE CITY, UT",Exact,
Utah,UT,Prime Alliance Bank,124303081,PRIME ALLIANCE BANK,"WOODS CROSS, UT",Exact,
Utah,UT,Quill Bank,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Utah,UT,Redemption Bank,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Utah,UT,Regions Bank,051009296,REGIONS BANK,"BIRMINGHAM, AL",Exact,No routing number registered in UT; showing bank's routing number registered in AL
Utah,UT,Regions Bank,053012029,REGIONS BANK,"BIRMINGHAM, AL",Exact,No routing number registered in UT; showing bank's routing number registered in AL
Utah,UT,Regions Bank,053201814,REGIONS BANK,"BIRMINGHAM, AL",Exact,No routing number registered in UT; showing bank's routing number registered in AL
Utah,UT,Sallie Mae Bank,124085299,SALLIE MAE BANK,"SALT LAKE CITY, UT",Exact,
Utah,UT,Sallie Mae Bank,124385119,SALLIE MAE BANK,"SALT LAKE CITY, UT",Exact,
Utah,UT,"SoFi Bank, National Association",NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Utah,UT,"Square Financial Services, Inc.",NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Utah,UT,State Bank of Southern Utah,124301779,STATE BANK OF SOUTHERN UTAH,"CEDAR CITY, UT",Exact,
Utah,UT,"Stride Bank, National Association",NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Utah,UT,Sunwest Bank,122228003,SUNWEST BANK,"IRVINE, CA",Exact,No routing number registered in UT; showing bank's routing number registered in CA
Utah,UT,Sunwest Bank,124103757,SUNWEST BANK,"IRVINE, CA",Exact,No routing number registered in UT; showing bank's routing number registered in CA
Utah,UT,Synchrony Bank,042202688,SYNCHRONY BANK,"DRAPER, UT",Exact,
Utah,UT,"The Pitney Bowes Bank, Inc.",NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Utah,UT,Thrivent Bank,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Utah,UT,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Utah,UT,U.S. Bank National Association,011501747,U.S. BANK NA,"ST. PAUL, MN",Exact,No routing number registered in UT; showing bank's routing number registered in MN
Utah,UT,U.S. Bank National Association,041202582,U.S. BANK NATIONAL ASSOCIATION,"ST. PAUL, MN",Exact,No routing number registered in UT; showing bank's routing number registered in MN
Utah,UT,U.S. Bank National Association,042000013,U.S. BANK NATIONAL ASSOCIATION,"ST. PAUL, MN",Exact,No routing number registered in UT; showing bank's routing number registered in MN
Utah,UT,"UBS Bank USA, National Association",NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Utah,UT,"UMB Bank, National Association",111015748,"UMB BANK, N.A.","KANSAS CITY, MO",Exact,No routing number registered in UT; showing bank's routing number registered in MO
Utah,UT,"UMB Bank, National Association",111925508,"UMB BANK, N.A.","KANSAS CITY, MO",Exact,No routing number registered in UT; showing bank's routing number registered in MO
Utah,UT,"UMB Bank, National Association",122104994,"UMB BANK, N.A.","KANSAS CITY, MO",Exact,No routing number registered in UT; showing bank's routing number registered in MO
Utah,UT,Utah Independent Bank,124302464,UTAH INDEPENDENT BANK,"SALINA, UT",Exact,
Utah,UT,"Varo Bank, National Association",NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Utah,UT,WEX Bank,124085286,WEX BANK,"MIDVALE, UT",Exact,
Utah,UT,WaFd Bank,122106073,"WASHINGTON FEDERAL,NA","SEATTLE, WA",Exact,No routing number registered in UT; showing bank's routing number registered in WA
Utah,UT,WaFd Bank,123205973,"WASHINGTON FEDERAL,NA","SEATTLE, WA",Exact,No routing number registered in UT; showing bank's routing number registered in WA
Utah,UT,WaFd Bank,123206367,"WASHINGTON FEDERAL,NA","SEATTLE, WA",Exact,No routing number registered in UT; showing bank's routing number registered in WA
Utah,UT,WebBank,124384589,WEBBANK,"SALT LAKE CITY, UT",Exact,
Utah,UT,"Wells Fargo Bank, National Association",026073079,"WELLS FARGO BANK, NA","MINNEAPOLIS, MN",Exact,No routing number registered in UT; showing bank's routing number registered in MN
Utah,UT,"Wells Fargo Bank, National Association",031302777,"WELLS FARGO BANK, N.A.","MINNEAPOLIS, MN",Exact,No routing number registered in UT; showing bank's routing number registered in MN
Utah,UT,"Wells Fargo Bank, National Association",041203824,"WELLS FARGO BANK, N.A.","MINNEAPOLIS, MN",Exact,No routing number registered in UT; showing bank's routing number registered in MN
Utah,UT,"Zions Bancorporation, N.A.",011201762,"THE FIRST, N.A.","DAMARISCOTTA, ME",Exact,No routing number registered in UT; showing bank's routing number registered in ME
Utah,UT,"Zions Bancorporation, N.A.",011201830,"THE FIRST, N.A.","DAMARISCOTTA, ME",Exact,No routing number registered in UT; showing bank's routing number registered in ME
Utah,UT,"Zions Bancorporation, N.A.",011202936,"THE FIRST, NATIONAL ASSOCIATION","DAMARISCOTTA, ME",Exact,No routing number registered in UT; showing bank's routing number registered in ME
Vermont,VT,Bar Harbor Bank & Trust,011201115,BAR HARBOR BANK & TRUST,"ELLSWORTH, ME",Exact,No routing number registered in VT; showing bank's routing number registered in ME
Vermont,VT,Bar Harbor Bank & Trust,011201759,BAR HARBOR BANK & TRUST,"ELLSWORTH, ME",Exact,No routing number registered in VT; showing bank's routing number registered in ME
Vermont,VT,Bar Harbor Bank & Trust,011402066,BAR HARBOR BANK & TRUST,"ELLSWORTH, ME",Exact,No routing number registered in VT; showing bank's routing number registered in ME
Vermont,VT,Beacon Bank and Trust,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Vermont,VT,"Business Bank, The",NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Vermont,VT,"Citizens Bank, National Association",011001331,CITIZENS BANK NA,"RIVERSIDE, RI",Exact,No routing number registered in VT; showing bank's routing number registered in RI
Vermont,VT,"Citizens Bank, National Association",011304517,CITIZENS BANK NA,"RIVERSIDE, RI",Exact,No routing number registered in VT; showing bank's routing number registered in RI
Vermont,VT,"Citizens Bank, National Association",011401533,CITIZENS BANK NA,"RIVERSIDE, RI",Exact,No routing number registered in VT; showing bank's routing number registered in RI
Vermont,VT,Claremont Savings Bank,211770190,CLAREMONT SAVINGS BANK,"CLAREMONT, NH",Exact,No routing number registered in VT; showing bank's routing number registered in NH
Vermont,VT,"Community Bank, National Association",011600020,"COMMUNITY BANK, NA","CANTON, NY",Exact,No routing number registered in VT; showing bank's routing number registered in NY
Vermont,VT,"Community Bank, National Association",011807205,"COMMUNITY BANK, NA","CANTON, NY",Exact,No routing number registered in VT; showing bank's routing number registered in NY
Vermont,VT,"Community Bank, National Association",021303472,"COMMUNITY BANK, NA","CANTON, NY",Exact,No routing number registered in VT; showing bank's routing number registered in NY
Vermont,VT,Community National Bank,011600868,COMMUNITY NATIONAL BANK,"DERBY, VT",Exact,
Vermont,VT,Community National Bank,011601029,COMMUNITY NATIONAL BANK,"NEWPORT, VT",Exact,
Vermont,VT,"JPMorgan Chase Bank, National Association",021000021,JPMORGAN CHASE,"TAMPA, FL",Exact,No routing number registered in VT; showing bank's routing number registered in FL
Vermont,VT,"JPMorgan Chase Bank, National Association",021000128,JPMORGAN CHASE,"TAMPA, FL",Exact,No routing number registered in VT; showing bank's routing number registered in FL
Vermont,VT,"JPMorgan Chase Bank, National Association",021031207,JPMORGAN CHASE,"TAMPA, FL",Exact,No routing number registered in VT; showing bank's routing number registered in FL
Vermont,VT,KeyBank National Association,011807043,KEYBANK NATIONAL ASSOCIATION,"ALBANY, NY",Exact,No routing number registered in VT; showing bank's routing number registered in NY
Vermont,VT,KeyBank National Association,021110209,KEYBANK NATIONAL ASSOCIATION,"ALBANY, NY",Exact,No routing number registered in VT; showing bank's routing number registered in NY
Vermont,VT,KeyBank National Association,021313569,KEYBANK NATIONAL ASSOCIATION,"ALBANY, NY",Exact,No routing number registered in VT; showing bank's routing number registered in NY
Vermont,VT,Ledyard National Bank,011701987,LEDYARD NATIONAL BANK,"WEST LEBANON, NH",Exact,No routing number registered in VT; showing bank's routing number registered in NH
Vermont,VT,Manufacturers and Traders Trust Company,221272316,MANUFACTURERS & TRADERS TRUST CO,"AMHERST, NY",Exact,No routing number registered in VT; showing bank's routing number registered in NY
Vermont,VT,Manufacturers and Traders Trust Company,221272374,MANUFACTURERS & TRADERS TRUST CO,"AMHERST, NY",Exact,No routing number registered in VT; showing bank's routing number registered in NY
Vermont,VT,Manufacturers and Traders Trust Company,221370632,MANUFACTURERS & TRADERS TRUST CO.,"ITHACA, NY",Exact,No routing number registered in VT; showing bank's routing number registered in NY
Vermont,VT,Mascoma Bank,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Vermont,VT,"NBT Bank, National Association",011402053,NBT BANK NA,"NORWICH, NY",Exact,No routing number registered in VT; showing bank's routing number registered in NY
Vermont,VT,"NBT Bank, National Association",021302130,NBT BANK NA,"NORWICH, NY",Exact,No routing number registered in VT; showing bank's routing number registered in NY
Vermont,VT,"NBT Bank, National Association",021303139,NBT BANK NA,"NORWICH, NY",Exact,No routing number registered in VT; showing bank's routing number registered in NY
Vermont,VT,Northfield Savings Bank,011675343,NORTHFIELD SAVINGS BANK,"NORTHFIELD, VT",Exact,
Vermont,VT,Northfield Savings Bank,211672683,NORTHFIELD SAVINGS BANK,"NORTHFIELD, VT",Exact,
Vermont,VT,Passumpsic Savings Bank,211674775,PASSUMPSIC SAVINGS BANK,"ST JOHNSBURY, VT",Exact,
Vermont,VT,Peoples Trust Company of St. Albans,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Vermont,VT,"TD Bank, National Association",011103093,TD BANK NA,"LEWISTON, ME",Exact,No routing number registered in VT; showing bank's routing number registered in ME
Vermont,VT,"TD Bank, National Association",011305749,TD BANK NA,"LEWISTON, ME",Exact,No routing number registered in VT; showing bank's routing number registered in ME
Vermont,VT,"TD Bank, National Association",011400071,TD BANK NA,"LEWISTON, ME",Exact,No routing number registered in VT; showing bank's routing number registered in ME
Vermont,VT,The Bank of Bennington,211672609,THE BANK OF BENNINGTON,"BENNINGTON, VT",Exact,
Vermont,VT,The Brattleboro Savings and Loan Association,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Vermont,VT,The First National Bank of Orwell,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Vermont,VT,The National Bank of Middlebury,011601087,NATL BANK OF MIDDLEBURY,"MIDDLEBURY, VT",Exact,
Vermont,VT,TrustCo Bank,021300912,TRUSTCO BANK,"SCHENECTADY, NY",Exact,No routing number registered in VT; showing bank's routing number registered in NY
Vermont,VT,TrustCo Bank,063192450,TRUSTCO BANK,"SCHENECTADY, NY",Exact,No routing number registered in VT; showing bank's routing number registered in NY
Vermont,VT,TrustCo Bank,221371424,TRUSTCO BANK,"SCHENECTADY, NY",Exact,No routing number registered in VT; showing bank's routing number registered in NY
Vermont,VT,Union Bank,011601100,THE UNION BANK,"MORRISVILLE, VT",Exact,
Vermont,VT,Wells River Savings Bank,211674788,WELLS RIVER SAVINGS BANK,"WELLS RIVER, VT",Exact,
Vermont,VT,"Wilmington Trust, National Association",NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Virginia,VA,AMG National Trust Bank,107007346,AMG NATIONAL TRUST BANK,"BOULDER, CO",Exact,No routing number registered in VA; showing bank's routing number registered in CO
Virginia,VA,"Armed Forces Bank, National Association",122243017,"ARMED FORCES BANK, NA","KANSAS CITY, MO",Exact,No routing number registered in VA; showing bank's routing number registered in MO
Virginia,VA,Atlantic Union Bank,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Virginia,VA,Bank Of Clarke,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Virginia,VA,"Bank of America, National Association",011000138,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",011000206,BANK OF AMERICA N.A,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",011000390,BANK OF AMERICA N.A,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",011001742,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",011100012,BANK OF AMERICA N.A.,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",011100805,BANK OF AMERICA N.A,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",011104047,BANK OF AMERICA N.A.,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",011200365,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",011201539,BANK OF AMERICA N.A.,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",011300605,BANK OF AMERICA N.A.,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",011302357,BANK OF AMERICA N.A.,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",011302438,BANK OF AMERICA N.A.,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",011400495,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",011500010,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",011501035,BANK OF AMERICA N.A.,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",011801052,BANK OF AMERICA N.A.,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",011804185,BANK OF AMERICA N.A.,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",011900254,BANK OF AMERICA N.A.,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",011900445,BANK OF AMERICA N.A,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",011900571,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",011900652,BANK OF AMERICA N.A.,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",021000322,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",021100329,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",021200339,BANK OF AMERICA N.A.,"HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",021202162,BANK OF AMERICA N.A,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",021202609,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",021300019,BANK OF AMERICA N.A,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",021404465,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",021901748,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",022000127,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",022300160,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",026009593,BANK OF AMERICA N.A.,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",028000325,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",031202084,BANK OF AMERICA N.A.,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",031304050,BANK OF AMERICA N.A.,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",031902096,BANK OF AMERICA N.A.,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",051000017,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",051000101,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",051400361,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",051400507,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",051400646,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",052001633,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",053000196,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",053100258,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",053100559,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",053101396,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",053107989,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",053200064,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",053200446,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",053201610,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",053900377,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",053904483,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",054001204,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",055002341,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",056007387,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",061000052,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",061000078,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",061112788,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",063000047,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",063100277,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",063100552,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",063100714,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",063103193,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",063104215,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",063104697,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",063104972,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",063105683,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",063106006,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",063106129,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",063106145,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",063106268,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",063107393,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",063107610,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",063109058,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",063110092,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",063112294,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",063200407,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",063201040,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",064000020,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",066005502,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",066007681,BANK OF AMERICA N.A.,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",067002436,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",067003985,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",067005475,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",067005679,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",067006063,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",067006238,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",067007130,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",067007758,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",067007949,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",067008579,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",067008582,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",067011294,BANK OF AMERICA N.A.,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",067014026,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",071000039,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",071103619,BANK OF AMERICA N A,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",071923284,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",072000805,"BANK OF AMERICA, NA","HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",073000176,BANK OF AMERICA N A,"HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",081000032,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",081904808,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",082000073,BANK OF AMERICA N.A.,"HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",082907545,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",082908560,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",084000819,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",086500087,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",101000035,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",101001173,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",101001911,BANK OF AMERICA N.A.,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",101100045,BANK OF AMERICA N.A.,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",101901820,BANK OF AMERICA N.A.,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",102201244,BANK OF AMERICA N.A.,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",103000017,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",107000327,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",107000796,BANK OF AMERICA N.A.,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",107005607,BANK OF AMERICA N.A.,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",111000012,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",111000025,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",113000023,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",121000044,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",121000345,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",121000358,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",121000536,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",121000853,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",121103886,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",121108250,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",121141822,BANK OF AMERICA NA,"RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",122000030,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",122000616,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",122000661,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",122101706,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,
Virginia,VA,"Bank of America, National Association",122206216,"BANK OF AMERICA, N.A.","RICHMOND, VA",Exact,
Virginia,VA,"Bank of America, National Association",122400724,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,
