State,Institution Name,Routing Numbers
Ohio,Bank of England,082902139
Florida,"Wells Fargo Bank, National Association",026073079
New Jersey,"Wells Fargo Bank, National Association",026073079
Colorado,"Bank of America, National Association",011000138
Minnesota,"Bank of America, National Association",011000138
Texas,"Bank of America, National Association",011000138
Iowa,"JPMorgan Chase Bank, National Association",021000021
Oklahoma,1st Bank in Hominy,103104641
Alabama,22nd State Banking Company,
Pennsylvania,A & S,
Oklahoma,ACB Bank,103102368
Alabama,ACIPCO,
Michigan,AEROQUIP,
Iowa,AIM,
Alabama,ALATRUST,
Louisiana,ALEXANDRIA T & P,
Pennsylvania,ALLEGHENY LUDLUM BRACKENRIDGE,
Virginia,ALLOY,
Georgia,ALTAMAHA,
California,AMERICAN FIRST,
Texas,AMOCO,
Alabama,AOD,
Nebraska,ARCHER COOPERATIVE,
Massachusetts,ARLINGTON MUNICIPAL,
Missouri,ASSEMBLIES OF GOD,
New Jersey,ATLANTIC HEALTH EMPLOYEES,
Illinois,AURORA POLICEMEN,
Wisconsin,AVESTAR,
Wisconsin,AbbyBank,075911713
Oklahoma,All America Bank,103001456
Missouri,Alton Bank,081508602
Louisiana,American Bank & Trust Company,065205031
Texas,American National Bank & Trust,111318267
Texas,Anahuac National Bank,113107162
Pennsylvania,Apollo Trust Company,043308426
Iowa,Ashton State Bank,073911812
Texas,"Austin Bank, Texas National Association",111902385
Pennsylvania,BACK MOUNTAIN,
Indiana,BAR-CONS,
Wisconsin,BAY SHORE,
Virginia,BAYPORT,
Texas,BEN E KEITH COMPANY EMPLOYEES,
California,BEVERLY HILLS CITY EMPLOYEES,
Pennsylvania,BLACKHAWK,
Michigan,BLUE WATER,
Louisiana,BOSSIER,
Minnesota,BRAINERD B. N.,
Ohio,BRIDGE,
Ohio,BUCKEYE STATE,
Pennsylvania,BUTLER COUNTY TEACHERS,
Oklahoma,BancFirst,103002617
Georgia,Bank of Alapaha,061205271
Alabama,Bank of Brewton,062101455
Nebraska,Bank of Clarks,104909942
Georgia,Bank of Dawson,061207651
Colorado,Bank of Estes Park,107001326
Louisiana,Bank of Gueydan,065201831
Missouri,Bank of Iberia,081507470
Wisconsin,Bank of Luxemburg,075905910
Massachusetts,Bank of New England,011401850
Kansas,Bank of Prairie Village,101015046
Wisconsin,Bank of Sun Prairie,075903446
Louisiana,Bank of Winnfield & Trust Company,065403370
California,Bank of the Sierra,121137027
Massachusetts,BankGloucester,211370228
Massachusetts,Bay State Savings Bank,211371023
Minnesota,Bell Bank,091310521
Illinois,"Beverly Bank & Trust Company, National Association",071026356
Massachusetts,Bluestone Bank,
Minnesota,Border Bank,
Texas,Bridge City State Bank,113123528
Ohio,Buckeye Community Bank,041215553
Louisiana,C-F LA.,
Louisiana,CALCASIEU PARISH EMPLOYEES,
California,CALTECH EMPLOYEES,
Wisconsin,CAPITAL,
California,CAROLINA FOOTHILLS,
Georgia,CDC,
Illinois,CENTRAL ILLINOIS,
Pennsylvania,CENTRAL SUSQUEHANNA COMMUNITY,
Michigan,CHA-TEL,
Alabama,CHEM FAMILY,
Illinois,CHICAGO AVENUE GARAGE,
California,CHRISTIAN COMMUNITY,
Ohio,CINCINNATI OHIO POLICE,
Texas,CITY PUBLIC SERVICE/IBEW,
Ohio,CLEVELAND CHURCH OF CHRIST,
Missouri,CNB St Louis Bank,081015218
Massachusetts,COASTAL1 ,
Pennsylvania,COLFAX POWER PLANT EMPLOYEES,
Ohio,COMMODORE PERRY,
New Jersey,COMMUNITY FINANCIAL SERVICES,
Indiana,COMMUNITY SPIRIT CREDIT UNION,
Texas,CONCHO VALLEY,
Tennessee,CONSUMER,
Pennsylvania,COPPER & GLASS,
Texas,CORPUS CHRISTI S.P.,
Alabama,COVINGTON SCHOOLS,
Kansas,CREDIT UNION OF DODGE CITY,
Louisiana,CSE,
California,"California Bank of Commerce, National Association",122243402
Massachusetts,Cape & Coast Bank,
Kansas,Carson Bank,101103725
New Jersey,Cenlar FSB,231271365
Illinois,"Central Savings, f.s.b.",271070584
Virginia,"Chain Bridge Bank, National Association",056009479
Iowa,Chelsea Savings Bank,073921776
Michigan,ChoiceOne Bank,072406975
Virginia,Citizens Bank and Trust Company,051402233
Kentucky,"Citizens Bank of Kentucky, Inc.",042103253
Texas,Citizens National Bank at Brownwood,111901580
Wisconsin,Citizens State Bank of Loyal,075903983
California,"City First Bank, National Association",
Iowa,Clear Lake Bank and Trust Company,073904036
Florida,Cogent Bank,063114661
Utah,Comenity Capital Bank,124085150
Louisiana,Commercial Capital Bank,111105302
Iowa,Community Bank and Trust Company,
Iowa,Community Bank of Oelwein,073922678
Illinois,Community Partners Savings Bank,
California,Community West Bank,122241802
Ohio,Consumers National Bank,041201143
Iowa,Corydon State Bank,073904502
Georgia,Craft Bank,
Alabama,Cullman Savings Bank,262285621
Wisconsin,DAIRYLAND POWER,
Ohio,DECA,
New Jersey,DELAWARE RIVER & BAY AUTH EMP,
Virginia,DEPARTMENT OF THE INTERIOR,
Utah,DEVILS SLIDE,
Louisiana,DISTRICT 58,
California,DIXIES,
California,DOW GREAT WESTERN,
North Carolina,DUKE UNIVERSITY,
Wisconsin,Dairy State Bank,091801904
Michigan,Dearborn Federal Savings Bank,272471182
Nebraska,Dundee Bank,104110113
Kansas,EAGLE,
Utah,EDUCATION 1ST,
Texas,EECU,
Nebraska,ELECTRICAL WORKERS NO 22,
Pennsylvania,ELLIOTT COMMUNITY,
North Carolina,EMERGENCY RESPONDERS,
Tennessee,ENBRIGHT,
Utah,ENFIELD COMMUNITY,
Texas,ESTACADO,
Indiana,EWEB EMPLOYEES,
Wisconsin,East Wisconsin Savings Bank,275971029
California,"El Dorado Savings Bank, F.S.B.",
California,EverTrust Bank,122242296
Texas,"Extraco Banks, National Association",111900581
Ohio,FAITH COMMUNITY UNITED,
Indiana,FAMILY HORIZONS,
Ohio,FASSON EMPLOYEES,
Louisiana,FELICIANA,
Indiana,FINANCIAL BUILDERS,
Oklahoma,FIRE FIGHTERS,
Pennsylvania,FIRST CAPITAL,
Indiana,FIRST COUNTY,
Illinois,FIRST NATIONAL BANK OF NOKOMIS,081921551
Colorado,FITZSIMONS,
Florida,FLORIDACENTRAL,
Florida,FNBT BANK,063206207
New Jersey,FORT BILLINGS,
Oklahoma,FORT SILL,
Alabama,FOUR SEASONS,
Oklahoma,FRATERNAL ORDER OF POLICE,
Ohio,FRIENDS AND FAMILY CREDIT UNION INC,
Kentucky,F.C.I. ASHLAND,
Texas,Fannin Bank,111920325
Minnesota,Farmers State Bank of Hamel,
Minnesota,"Farmers & Merchants State Bank of New York Mills, Incorporated",
Minnesota,Farmers and Merchants State Bank of Alpha,091210249
Texas,"Fayette Savings Bank, SSB",313173792
Tennessee,Financial Federal Bank,284071949
Kansas,First Bank Kansas,101102564
Illinois,First Bank of Manhattan,
Nebraska,First Central Bank McCook,104113990
California,First Commercial Bank (USA),
Utah,First Electronic Bank,124384974
Louisiana,First Federal Bank of Louisiana,265270345
North Carolina,First Federal Savings Bank of Lincolnton,253170884
Kansas,First Federal Savings and Loan Bank,
Kentucky,"First Kentucky Bank, Inc.",083901113
Texas,First National Bank Texas,111906271
Kansas,First National Bank in Fredonia,101101921
Illinois,First National Bank of Brookfield,071923352
Kansas,First National Bank of Kansas,101104436
Tennessee,First National Bank of Tennessee,064101233
California,First Northern Bank of Dixon,121105156
Illinois,First Secure Community Bank,071926058
Nebraska,First State Bank Nebraska,104908189
Georgia,First State Bank of Blakely,261270417
Texas,First State Bank of Odem,114922265
Missouri,First State Bank of the Ozarks,081519303
Pennsylvania,First United National Bank,043311662
Nebraska,FirstBank of Nebraska,104901238
Pennsylvania,Fleetwood Bank,031311593
Ohio,Fortuna Bank,044016005
Illinois,"Frederick Community Bank, The",
Texas,Frost  Bank,111900251
Tennessee,GALLATIN STEAM PLANT,
Texas,GERMANIA,
California,GLENDALE AREA SCHOOLS,
Ohio,GOLDEN CIRCLE,
Utah,GOVERNMENT PRINTING OFFICE,
Michigan,GRAND TRUNK BATTLE CREEK EMP,
Texas,GREATER CENTRAL TEXAS,
Tennessee,GREENEVILLE CITY EMPLOYEES',
Florida,GUARDIANS,
Florida,Gala Bank,063117150
Nebraska,Genoa Community Bank,104901940
Texas,"Graham Savings and Loan, SSB",311971705
Minnesota,Granite Bank,
Iowa,Green Belt Bank & Trust,
Florida,Grove Bank & Trust,066004600
Louisiana,Gulf Coast Bank,065201860
New Jersey,HAMILTON HORIZONS,
Pennsylvania,HAZLETON SCHOOL EMPLOYEES,
Pennsylvania,HEALTHCARE FIRST CREDIT UNION,
Florida,HELLO,
Alabama,HERITAGE SOUTH,
Missouri,HIGHWAY ALLIANCE,
Missouri,HNB National Bank,081500480
Pennsylvania,HOLY TRINITY BAPTIST,
Indiana,HOOSIER UNITED,
Texas,HOUSTON,
New Jersey,H. E. TELEPHONE,
Texas,Haskell National Bank,111303748
Minnesota,Heritage Bank Minnesota,091915133
Louisiana,Hibernia Bank,265070590
Illinois,"Hinsdale Bank & Trust Company, National Association",071924513
Ohio,Home Federal Savings and Loan Association of Niles,241271614
Texas,"HomeTown Bank, National Association",113100570
Michigan,Honor  Bank,072406865
Michigan,Huron Valley State Bank,072414190
Ohio,IBEW 141,
Illinois,ILLINOIS STATE,
Indiana,INDIANA STATE UNIVERSITY,
Ohio,INTEGRITY,
Pennsylvania,IRON WORKERS,
Illinois,I.B.E.W. LOCAL #146,
Texas,"Incommons Bank, N.A.",111903465
Texas,Integrity Bank SSB,113094479
New Jersey,Ion Bank,211174178
Illinois,Itasca Bank & Trust Co.,071922175
New Jersey,JERSEY SHORE,
Illinois,Jersey State Bank,081904468
Pennsylvania,Journey Bank,031305936
Kansas,KANSAS STATE UNIVERSITY,
Texas,KELLY COMMUNITY,
Florida,KEYS,
Tennessee,KNOXVILLE FIREFIGHTERS,
Kansas,KS StateBank,101101536
Minnesota,Kensington Bank,091208138
Minnesota,KodaBank,091309736
Michigan,LAFCU,
Iowa,LAMOURE,
Ohio,LATVIAN CLEVELAND,
Minnesota,LEADING EDGE,
Michigan,LENCO,
Nebraska,LIBERTY FIRST,
Nebraska,LOCAL 265 IBEW,
Pennsylvania,LONZA,
Missouri,LOVERS LANE,
Virginia,LYNCHBURG MUNICIPAL EMPLOYEES,
Kansas,Labette Bank,101111704
Michigan,Lake-Osceola State Bank,072405604
Tennessee,Lawrenceburg Federal Bank,264171432
Minnesota,Liberty Bank Minnesota,
Iowa,Lincoln Savings Bank,073905527
Texas,Lone Star Bank,113025299
Minnesota,Luminate Bank,
Minnesota,MAGNIFI FINANCIAL,
California,MARIN COUNTY,
Michigan,MAUI TEACHERS,
California,MCKESSON & HEALTHCARE PROVIDERS,
Wisconsin,MEADOWLAND,
Minnesota,MEMBERS CHOICE WV,
Illinois,"MEMBERS """"FIRST"""" COMMUNITY",
Pennsylvania,MERCER COUNTY COMMUNITY,
Louisiana,MERITUS,
Nebraska,METRO CU,
Florida,MIAMI FIREFIGHTERS,
Michigan,MICHIGAN SCHOOLS AND GOVERNMENT,
Massachusetts,MIDDLESEX-ESSEX POSTAL EMPLOYEES,
Illinois,MIDWEST MEMBERS,
Colorado,MINNEQUA WORKS,
Missouri,MISSOURI CENTRAL,
California,MOKELUMNE,
California,MONTERRA,
Texas,MORRIS SHEPPARD TEXARKANA,
Pennsylvania,MOUNTAIN LAUREL,
Texas,MTCU,
Michigan,MUSKEGON,
California,MYPOINT,
Tennessee,Macon Bank and Trust Company,064101204
Iowa,Malvern Bank,
Illinois,Marquette Bank,071004284
Massachusetts,"MassMutual Private Wealth & Trust, FSB",
Oklahoma,McCurtain County National Bank,103102737
Indiana,Merchants Bank of Indiana,074014433
Missouri,Metz Banking Company,101211031
Massachusetts,Middlesex Savings Bank,
Massachusetts,Milford Federal Bank,211371324
Minnesota,Minnstar Bank National Association,091903404
Massachusetts,Monson Savings Bank,211871219
Illinois,Morton Community Bank,071103635
Illinois,Mutual Federal Bank,271071062
Virginia,NASA,
Alabama,NAVIGATOR,
Massachusetts,NESC,
Massachusetts,NEW ENGLAND TEAMSTERS,
Pennsylvania,NEW LIFE,
New Jersey,NJ GATEWAY,
Michigan,NORTH CENTRAL AREA,
Minnesota,NORTH SHORE,
Colorado,NORTHERN COLORADO,
Michigan,NORTHLAND AREA,
Wisconsin,NORTHWOODS COMMUNITY,
Texas,NSPIRE,
Pennsylvania,N.F.G. #2,
Illinois,National Bank of St. Anne,071922337
Missouri,Neighbors Bank,081518210
North Carolina,New Republic Bank,053174051
Texas,Normangee State Bank,111914881
Minnesota,North Shore Bank of Commerce,091900106
Iowa,Northeast Security Bank,073909222
Wisconsin,Northwestern Mutual Wealth Management,
Florida,OKALOOSA COUNTY TEACHERS,
Louisiana,OLD SPANISH TRAIL,
Georgia,ON THE GRID FINANCIAL,
Illinois,OSB Community Bank,072407741
Nebraska,OUR FAMILY SOCIAL,
Virginia,Oak View National Bank,051409582
Oklahoma,Old Glory Bank,103113441
Pennsylvania,Orrstown Bank,031309259
New Jersey,P S E,
Pennsylvania,PALCO FCU,
Ohio,PARISH,
New Jersey,PASSAIC POLICE,
Colorado,PB&T Bank - Main,
Pennsylvania,PENN HILLS MUNICIPAL,
Kansas,PEOPLES CHOICE,
Pennsylvania,PHB EMPLOYEES,
Texas,PINE,
New Jersey,PLAINFIELD POLICE & FIREMEN'S,
Massachusetts,POLISH NATIONAL,
Ohio,PORT CONNEAUT,
Ohio,"POSTAL FAMILY CREDIT UNION, INC.",
Wisconsin,PREMIER FINANCIAL,
Pennsylvania,PRIORITY FIRST,
California,PROVIDENT,
Colorado,PUEBLO GOVERNMENT AGENCIES,
Iowa,Palo Savings Bank,073915193
Pennsylvania,Penn Community Bank,231371867
Alabama,Peoples Bank of Alabama,062203010
Missouri,Peoples Community Bank,081503597
Massachusetts,PeoplesBank,211871772
North Carolina,Piedmont Federal Savings Bank,253171773
Texas,Pointbank,111906006
Minnesota,Prairie Sun Bank,091212580
Florida,Prime Meridian Bank,063116481
Minnesota,Produce State Bank,091906870
Pennsylvania,QNB Bank,031907790
Pennsylvania,Quaint Oak Bank,236074525
Florida,RADIFI,
New Jersey,RARITAN BAY,
Illinois,REDBRAND,
Virginia,RICHMOND VIRGINIA FIRE POLICE CREDI,
Massachusetts,RIVER WORKS,
Illinois,Raritan State Bank,
California,Redwood Capital Bank,121143752
Texas,Robert Lee State Bank,111321827
Wisconsin,Royal Bank,075903116
Texas,SABINE,
Pennsylvania,SAINT VINCENT ERIE,
California,SAN DIEGO COUNTY,
Texas,SANTA FE,
Wisconsin,SENTRY,
Louisiana,SEVENFOLD,
Kentucky,SHAWNEE TVA EMPLOYEES,
Missouri,SHOW-ME,
California,SILVERADO,
Pennsylvania,SMMH,
Kansas,SOLUTIONS NORTH BANK,101103327
Indiana,SOUTH BEND FIREFIGHTERS,
Massachusetts,SOUTHBRIDGE,
New Jersey,SOUTHERN MIDDLESEX CO TCHRS,
Texas,SOUTHWEST HERITAGE,
Virginia,SPECTRA,
Indiana,STAR Financial Bank,074901672
Illinois,STATE FARM,
Massachusetts,STONEHAM MUNICIPAL EMPLOYEES,
Massachusetts,ST. ANNE'S,
Illinois,ST. HELENA PARISH,
Illinois,ST. MARK,
Texas,SWEETEX,
Massachusetts,Salem Five Cents Savings Bank,211372284
Iowa,Savings Bank,073907868
Pennsylvania,Second Federal Savings and Loan Association of Philadelphia,236072378
Illinois,"Security Bank, s.b.",271173452
Minnesota,Security State Bank of Kenyon,
Pennsylvania,Sewickley Savings Bank,243374124
Louisiana,Sicily Island State Bank,111103281
Pennsylvania,Slovenian Savings and Loan Association of Franklin-Conemaugh,231372073
Nebraska,South Central State Bank,104113738
Alabama,SouthPoint Bank,062006534
Texas,Southside Bank,111923607
New Jersey,"Spencer Savings Bank, SLA",031276049
Illinois,"St. Charles Bank & Trust Company, National Association",071908063
Iowa,State Bank & Trust Co.,073902779
Texas,State Bank of De Kalb,111907089
Minnesota,State Bank of New Richland,
Illinois,State Bank of Whittington,
Massachusetts,"StonehamBank,  A Co-operative Bank",211371586
California,Summit State Bank,321181307
Texas,Susser Bank,311978818
Michigan,TAHQUAMENON AREA,
Wisconsin,TAYLOR,
Minnesota,TEAMSTERS,
Ohio,TELHIO,
New Jersey,TERMINALS,
Texas,TEXAS DOW EMPLOYEES,
Texas,TEXOMA COMMUNITY,
California,THE GOLDEN 1,
Georgia,THE SOUTHERN,
Michigan,THORNAPPLE,
Ohio,TOLEDO POLICE,
Ohio,TOPMARK,
Minnesota,TRADES & LABOR,
Florida,TRAX,
Virginia,TRUENERGY,
California,TUCOEMAS,
Missouri,Table Rock Community Bank,081519248
Illinois,Teutopolis State Bank,
Texas,Texas First Bank,111902275
Texas,TexasBank,111902424
Illinois,The Bank of Bourbonnais,071924160
Missouri,The Bank of Old Monroe,081011461
Oklahoma,"The Bank, National Association",103100250
Ohio,The Brookville Building and Savings Association,242270737
Georgia,The Citizens Bank of Cochran,061211346
Ohio,The Citizens National Bank of McConnelsville,044106397
Missouri,The Citizens-Farmers Bank of Cole Camp,101205445
Alabama,The Commercial Bank Of Ozark,062106120
Ohio,The Croghan Colonial Bank,041202744
Ohio,The Equitable Savings and Loan Company,241271944
Ohio,The Farmers Bank and Savings Company,044205146
Wisconsin,The Farmers State Bank of Waupaca,075902573
Oklahoma,The First Bank of Okarche,103108443
Illinois,The First National Bank in Amboy,071911364
Texas,The First National Bank of Anson,111304608
Minnesota,The First National Bank of Bemidji,
Texas,The First National Bank of East Texas,111905609
Texas,The First National Bank of Granbury,111906161
Nebraska,The First National Bank of Johnson,104905881
Texas,The First National Bank of McGregor,111904480
Illinois,The First National Bank of Okawville,
Kentucky,The First National Bank of Russell Springs,
Texas,The First National Bank of Trinity,113113868
Minnesota,The First State Bank of Red Wing,091912547
Georgia,The Geo. D. Warthen Bank,061102332
Illinois,The Havana National Bank,071104731
Wisconsin,The International Bank of Amherst,075904380
Texas,The Liberty National Bank in Paris,111900578
Texas,The MINT National Bank,113025972
Texas,The Moody National Bank,113100091
Massachusetts,The National Grand Bank of Marblehead,011304300
Ohio,The Old Fort Banking Company,041212637
Wisconsin,The Peoples Community Bank,075906016
Utah,"The Pitney Bowes Bank, Inc.",124084627
Kentucky,The Salyersville National Bank,042105947
Alabama,The Southern Bank Company,262285663
Texas,The State National Bank of Big Spring,111302370
Ohio,The Union Bank Company,041213759
Iowa,The Watkins Savings Bank,073916406
Kentucky,"Traditional Bank, Inc.",042101514
Kansas,TriCentury Bank,
Iowa,TruBank,073901288
Indiana,U S #1364,
Pennsylvania,UNB Bank,031303093
California,UNION YES,
Virginia,UNITED HOSPITAL CENTER,
New Jersey,UNITED TELETECH FINANCIAL,
Nebraska,UNIVERSITY OF NEBRASKA,
Pennsylvania,USNE PENITENTIARY EMPLOYEES,
Texas,U. S. EMPLOYEES,
Massachusetts,UniBank for Savings,211372378
Michigan,United Bank of Michigan,072408805
Louisiana,United Mississippi Bank,
Texas,"United Texas Bank, National Association",111016501
Pennsylvania,VA PITTSBURGH EMPLOYEES,
Ohio,VALLEY ONE COMMUNITY,
Missouri,VANTAGE,
Indiana,VIA CREDIT UNION,
Minnesota,VIRGINIA COOP,
Indiana,VULCRAFT EMPLOYEES,
Kansas,Ventura National Bank & Trust,
Colorado,Verus Bank of Commerce,107007074
Tennessee,Volunteer Federal Savings Bank,264271468
Georgia,WALKER COUNTY EDUCATORS,
Iowa,WATERLOO FIREMEN'S,
Florida,WE FLORIDA FINANCIAL,
California,WESCOM CENTRAL,
Colorado,WESTERRA,
Texas,WHARTON COUNTY TEACHERS,
Indiana,WHITING REFINERY,
Texas,WINDTHORST,
Wisconsin,WOODTRUST BANK,075901561
Pennsylvania,WYROPE WILLIAMSPORT,
Pennsylvania,Washington Financial Bank,243374221
Georgia,Waycross Bank & Trust,061204052
Alabama,West Alabama Bank & Trust,062202202
Kentucky,West Point Bank,083906668
Nebraska,Western Nebraska Bank,104103829
Massachusetts,Winchester Savings Bank,211370888
Ohio,Woodsfield Savings Bank,243272941
Virginia,YOGAVILLE,
Nebraska,York State Bank,104913491
Wisconsin,1ST COMMUNITY,
Ohio,ABBOTT LABORATORIES,
Pennsylvania,ADVANTAGE FINANCIAL,
Pennsylvania,ALDEN,
Missouri,ALTA VISTA,
Utah,AMERICAN UNITED,
Virginia,APPALACHIAN COMMUNITY,
Iowa,ASCENTRA,
Texas,American Bank of Commerce,111323922
Oklahoma,American Exchange Bank,103103668
Texas,Ameristate Bank,103102452
Nebraska,Arbor Bank,104900527
Texas,BARKSDALE,
Nebraska,BEVERLY MUNICIPAL,
Texas,BP,
Texas,B.O.N.D. COMMUNITY,
Tennessee,Bank of Frankewing,064106775
Texas,"Bank of Whittier, National Association",122239542
Georgia,BankSouth,061112364
Illinois,Belmont Bank & Trust Company,071026576
Texas,Blue Sky Bank,103101877
Tennessee,"C3bank, National Association",
Utah,CAPROCK,
Wisconsin,CCFBank National Association,
Ohio,CHAMPION,
Ohio,CINFED,
Oklahoma,COMMUNICATION,
Tennessee,COMTRUST,
Missouri,COUNTY,
Utah,CUMBERLAND MUNICIPAL EMPLOYEES,
Texas,Cattlemens Bank,
Missouri,Citizens Bank & Trust,101204886
Georgia,Citizens Trust Bank,061010220
Texas,Commercial State Bank,111908512
Kansas,CoreFirst Bank & Trust,101100728
Ohio,DESCO,
Iowa,DUTRAC COMMUNITY,
North Carolina,EAST BATON ROUGE TEACHERS,
Texas,EL MONTE COMMUNITY,
Tennessee,ESPEECO,
Tennessee,"Eclipse Bank, Inc.",083008508
Pennsylvania,Enterprise Bank,043318500
Missouri,FCB Banks,081025198
Virginia,FIREMAN'S,
Wisconsin,FIRST COMMUNITY CU OF BELOIT,
Texas,FIRST PRIORITY,
Virginia,"FNB Bank, Inc.",052201938
Tennessee,Farmers Bank,064105336
Minnesota,Farmers Trust and Savings Bank,073906160
Oklahoma,"Fidelity Bank, National Association",301171353
Texas,First Capital Bank,111303007
Missouri,First Federal Bank of Kansas City,301071592
Missouri,First Independent Bank,081508217
Georgia,First National Bank of Decatur County,061203338
Indiana,"First Robinson Savings Bank, National Association",281271438
Missouri,"First State Bank of St. Charles, Missouri",081000993
Wisconsin,Forward Bank,275971139
Texas,GARDEN STATE,
Georgia,GENUINE PARTS,
Michigan,GRAND HERITAGE,
Texas,GREENSBURG TEACHERS,
Utah,GULF,
Utah,Grand Valley Bank,102105353
Ohio,GreenWay Bank,241271931
Virginia,HAMPTON ROADS EDUC CREDIT UNION INC,
Pennsylvania,HIGH POINT,
Nebraska,HOLYOKE COMMUNITY,
Tennessee,Hearthside Bank Corporation,
Oklahoma,High Plains Bank,103112455
Pennsylvania,Hyperion Bank,036018969
North Carolina,INTERNAL REVENUE EMPLOYEES,
Texas,International Bank of Commerce,103012869
Michigan,JEFFERSON COUNTY TEACHERS,
Kentucky,Jackson County Bank,042105484
Tennessee,KEMBA LOUISVILLE,
Utah,KOREAN AMERICAN CATHOLICS,
Kentucky,L & N,
Wisconsin,LANDMARK,
Utah,LOCOGA,
Utah,LYNN POLICE,
Ohio,"Liberty Savings Bank, F.S.B.",302074145
Missouri,MAINSTREET,
Texas,MEMBERS 1ST OF NJ,
Nebraska,MERIDIAN TRUST,
Wisconsin,MOLEX EMPLOYEES,
Oklahoma,MTC,
Ohio,Mercer Savings Bank,242370776
Pennsylvania,Mid Penn Bank,031305981
Wisconsin,NEBRASKA RURAL COMMUNITY,
Utah,NEWELL,
Iowa,NORTH IOWA COMMUNITY,
North Carolina,NOVA,
Minnesota,Neighborhood National Bank,091914202
Virginia,OAK FARMS EMPLOYEES,
Kentucky,ONE VISION,
Missouri,Omb Bank,086518891
Kentucky,PARK,
Wisconsin,PENNSYLVANIA CENTRAL,
Wisconsin,PEORIA FIRE FIGHTERS,
Indiana,POLICEMEN'S,
Missouri,PUBLIC SAFETY,
Pennsylvania,Parke Bank,031207814
Illinois,Peoples Bank & Trust,071122535
Wisconsin,Peoples State Bank of Plainview,091906359
Minnesota,Premier Bank,096005093
Iowa,Quad City Bank and Trust Company,073902232
Wisconsin,RED CROWN,
Pennsylvania,RIEGEL,
Indiana,RIVERSIDE COMMUNITY,
Wisconsin,ROYAL,
Kentucky,"River City Bank, Inc.",083000726
Massachusetts,SAG-AFTRA,
Pennsylvania,SCRANTON DOWNTOWN,
Texas,SELECT,
Texas,SHREVEPORT POLICE,
Texas,"SNB Bank, National Association",103103435
Texas,SOUTHERN TEACHERS & PARENTS,
Pennsylvania,SSB Bank,
Tennessee,ST. THOMAS,
Ohio,SYLVANIA AREA,
Wisconsin,Sauk Valley Bank & Trust Company,
Utah,"SoFi Bank, National Association",
Georgia,Southeastern Bank,061205844
Missouri,St. Louis Bank,081019133
Minnesota,Stearns Bank National Association,061092057
Missouri,TBO Bank,101902201
Wisconsin,TEXARKANA TERMINAL EMPLOYEES,
Wisconsin,THE DISTRICT,
Pennsylvania,TITAN,
Virginia,TRINITY U.C.C.,
Louisiana,TULANE/LOYOLA,
Pennsylvania,The Andover Bank,041208719
Louisiana,The Bank,065203648
Kansas,The Eastern Colorado Bank,102104684
Indiana,The First National Bank of Carmi,081208928
Kansas,The Peoples State Bank,101101439
Wisconsin,The Stephenson National Bank and Trust,075901011
Iowa,Time Bank,071925525
Wisconsin,U B C SOUTHERN COUNCIL INDUSTRIA WO,
Louisiana,UNION,
Kansas,UNIVERSAL CITY STUDIOS,
Utah,UTAH HERITAGE,
Tennessee,Union Bank,064104052
Pennsylvania,Univest  Bank and Trust Co.,031913438
Iowa,VIBRANT,
Utah,WEST BRANCH VALLEY,
Utah,WORCESTER POLICE DEPARTMENT,
Nebraska,Westside State Bank,073913580
Tennessee,YOUR BEST CREDIT UNION,
Indiana,1st Source Bank,071212128
Ohio,ADVANTAGE,
Florida,ARLINGTON COMMUNITY,
Kansas,"Academy Bank, National Association",063112919
North Carolina,American Pride Bank,061121070
Kansas,B&V,
Florida,BankPlus,065301197
Wisconsin,CBI Bank & Trust,073900742
Indiana,CHRISTIAN FAMILY,
Michigan,COLUMBIA,
California,CTBC Bank Corp. (USA),121040350
Illinois,Central State Bank,081219535
Texas,City Bank & Trust Co.,104901144
Kansas,Community National Bank & Trust,101105817
Louisiana,Crescent Bank,065003592
Tennessee,DAVIESS COUNTY TEACHERS,
California,ENERGY ONE,
Georgia,FARMERS,
Michigan,FINANCIAL PLUS,
Massachusetts,FREEDOM,
Iowa,First Citizens Bank,053906041
Tennessee,First Federal Bank,064108663
Alabama,First National Banker's Bank,062006495
Oklahoma,First United Bank and Trust Company,103000868
Virginia,GENERAL ELECTRIC EMPLOYEES,
Indiana,German American Bank,074914274
Tennessee,HAPPY VALLEY,
Colorado,Herring Bank,107001135
Michigan,IncredibleBank,075911742
Ohio,KEMBA,
Iowa,Liberty National Bank,073922869
Texas,MEMBERS FIRST,
Utah,MOBILE GOVERNMENT EMP.,
California,Monet Bank,
New Jersey,New Millennium Bank,021213371
Missouri,Oakstar Bank,081512355
California,OneUnited Bank,067006762
Florida,PLATINUM,
Pennsylvania,Peoples Security Bank and Trust Company,031311807
Colorado,Points West Community Bank,107007058
Oklahoma,RED RIVER EMPLOYEES,
Wisconsin,SAN JUAN MOUNTAINS,
North Carolina,SKYLINE NATIONAL BANK,051402835
Texas,SUN PACIFIC,
Alabama,SmartBank,061304363
Kentucky,Stock Yards Bank & Trust Company,083000564
Nebraska,THE FAMILY,
New Jersey,The Bank of Princeton,031207940
North Carolina,The Fidelity Bank,051409197
Virginia,TowneBank,051408910
California,UNIVERSITY,
Iowa,U.P. CONNECTION,
Pennsylvania,VISIONS,
Illinois,Washington State Bank,071122276
North Carolina,ADVANCIAL,311078857
Texas,"BankUnited, National Association",026014588
Illinois,CIBC Bank USA,061020113
Virginia,CNB Bank,031306278
